Composer	Song	Lyrics	compound	neg	neu	pos	Label
L	Medley	"Well, it's Saturday night and I just got paid,   Fool about my money, don't try to save.   My heart says, ""go! Go! Have a time!""   'Cause it's Saturday night and, baby, I feel fine.   Gonna rip it up,   Gonna rock it up,   Gonna shake it up,   Gonna ball it up,   Gonna rock it up,   And ball the night.   I got me a date and I won't be late,   Picked her up in my eighty-eight.   Shag on down to the union hall,   When the joint starts jumpin', I'll have a ball.   Gonna rip it up,   Gonna rock it up,   Gonna shake it up,   Gonna ball it up,   Gonna rock it up,   And ball the night.   Whoa!   Well, ready, set, go man, go,   I got a girl that I love so.   And I'm ready,   Ready, ready, ted,   I'm ready,   Ready, ready, ted,   I'm ready,   Ready, ready, ted,   I'm ready, ready, ted to rock and roll.   Goin' to the corner, pick up my sweetie pie,   She's a rock and roll baby, she's the apple of my eye.   I'm ready,   Ready, ready, ted,   I'm ready,   Ready, ready, ted,   I'm ready,   Ready, ready, ted,   I'm ready, ready, ted to rock and roll"	0.9951	0.036	0.671	0.293	p
L	Rip It Up / Ready Teddy	Well, it's Saturday night, and I just got paid   Fool about my money, don't try to save   My heart says: Go! Go! Have a time   'Cause it's Saturday night and baby, I'm feelin' fine   Gonna rip it up   Gonna rock it up   Gonna shake it up   Gonna ball it up   Gonna rock it up   And ball the night   Got me a date and I don't be late   Picked her up in my eighty-eight   Shag on down to the Union hall   When the joint starts jumpin', and I'll have a ball   Gonna rip it up   Gonna rock it up   Gonna shake it up   Gonna ball it up   Gonna rock it up   And ball the night   Whoa!   Well, ready, set, go, man, go   I got a girl that I love so   And I'm ready   Ready, ready, teddy   I'm ready   Ready, ready, teddy   I'm ready   Ready, ready, teddy   I'm ready, ready, teddy, to rock and roll   Goin' to the corner, pick up my sweetie pie   She's a rock and roll baby, she's the apple of my eye   I'm ready   Ready, ready, teddy   I'm ready   Ready, ready, teddy   I'm ready   Ready, ready, teddy   I'm ready, ready, teddy, to rock and roll	0.9951	0.036	0.671	0.293	p
L	Just Because	Ah, remember this? Why, I must have been... thirteen when this came out! Or was it fourteen? Or was it twenty-two? I could have been twelve, actually.   Just because you left and said goodbye   Do you think that I will sit and cry?   Even if my heart should tell me so   Darling, I would rather let you go   Just because I want someone who's kind   With a heart as good and pure as mine   But maybe I am asking for too much   Darling, please don't ever break my heart   I know you think you're smart   Just runnin' around breakin' lovers' hearts   Just because you left and said goodbye, hey!   Do you think that I will sit and cry?   Even if my heart should tell me so   Darling, I would rather let you go   Woo-ooh hoo   It's too late, darling. You just gotta say goodbye. Why, the last time I saw you, you were wearing man's clothes. Not that I'm prejudiced, but you know. ??? But who am I to hassle you like this? I'm just gonna have to let you go. There's two basses in this. I hope you appreciate it. This is Doctor Winston O'Boogie saying goodnight from Record Plant East, New York. We hope you had a swell time. Everybody here says hi. Goodbye.   Just because you left and said goodbye   Do you think that I will sit and cry?   Even if my heart should tell me so   Darling, I would rather let you go   Ooh-ooh-hoo, goodbye   Ooh-hoo, so long   Been a long year	0.9951	0.033	0.765	0.202	p
L	Sisters, O Sisters	We lost our green land  We lost our clean air  We lost our true wisdom   And we live in despair   Sisters, O sisters   Lets stand up right now   It's never too late   To start from the start   Wisdom, O wisdom   That's what we ask for   And yes, my dear sisters   We must learn to ask   Wisdom, O wisdom   That's what we ask for   That's what we live for now   Wisdom, O wisdom   That's what we ask for   That's what we live for now   Sisters, O sisters   Let's wake up right on   It's never too late   To shout from our hearts   Freedom, O freedom   That's what we fight for   And yes, my dear sisters   We must learn to fight   Freedom, O freedom   That's what we ask for   That's what we live for now   Freedom, O freedom   That's what we ask for   That's what we live for now   Sisters, O sisters   Let's give up no more   It's never too late   To build a new world   New world, O New world   That's what we live for   And yes, my dear sisters   We must learn to live   New world, O New world   That's what we live for   That's what we must now learn to build   New world, O New world   That's what we live for   That's what we must now learn to build   New world, O New world   That's what we live for   That's what we must now learn to build   New world, O New world   That's what we live for   That's what we must learn to build	0.9953	0.053	0.722	0.225	p
L	Instant Karma! We All Shine On	Instant Karma's gonna get you   Gonna knock you 'round the head   You better get yourself together   Pretty soon you're gonna be dead   What in the world you thinking of?   Laughing in the face of love   What on Earth you tryin' to do?   It's up to you   Yeah, you   Instant Karma's gonna get you   Gonna look you right in the face   Better get yourself together, darling   Join the human race   How in the world you gonna see?   Laughin' at fools like me   Who on Earth d'you think you are   A superstar?   Well, right you are   Well, we all shine on   Like the moon and the stars and the sun   Well, we all shine on   Everyone, c'mon   Instant Karma's gonna get you   Gonna knock you off your feet   Better recognize your brothers   Everyone you meet   Why in the world are we here?   Surely not to live in pain and fear   Why on Earth are you there   When you're everywhere   Come and get your share   Well, we all shine on   Like the moons and the stars and the sun   Yeah, we all shine on   C'mon and on and on, on, on   Yeah, yeah   Alright   Uh-huh   Ah   Well, we all shine on   Like the moon and the stars and the sun   Yeah, we all shine on   On and on and on, on and on   Well, we all shine on   Like the moon and the stars and the sun   Yeah, we all shine on   Like the moons and the stars and the sun   Yeah, we all shine on   Like the moons and the stars and the sun   Yeah, we all shine on   Like the moon and the stars and the sun	0.9955	0.042	0.71	0.248	p
M	Through Our Love	We wasted time and again   On things, things we already knew   Born to do, I give my love to you   Whenever you get some time   Whenever you get some time   I'd like to roll it all   Up in a ball   And spend it with you   You've got the power of love   And love has the power to make it come true   We can go through our love   We can do things that they said were impossible   Through our love   We can do all that we want to do   We can go through our love   We can go through our love   Whenever you will be mine   Whenever you will be mine   I want to be with you   Just want to do whatever feels right   You've got the power of love   And love has the power to turn on the light   Here we go through our love   We can see things that they said were invisible   Through our love   We can see where we are going to   We're going through our love   Through our love we can learn to do things that they said were impossible   Through our love   We can be blessed with a better view   We can go through our love   We can go through our love   We can go through our love	0.998	0.011	0.675	0.314	p
M	Lucille	Lucille, please, come back where you belong.   Lucille, please, come back where you belong.   You ran off and married   Singin' such a beautiful song.   Lucille, please, don't do your sister's will, yeah!   Lucille, please, don't you do your sister's will,   You ran off and married,   But I love you still.   Well, I woke up this mornin',   Lucille was not in sight.   Asked my friends about it,   But all their lips were tight.   Lucille, please, come back where you belong.   I'm speaking to you, baby,   Singin' such a beautiful song.   Ow!   Come on, guys!   Well, I woke up this mornin',   Lucille was not in sight.   I asked my friends about it,   But all their lips were tight.   Lucille, please, come back where you belong.   I'm speaking to you, baby,   You sing such a beautiful song.   Ah, come on now, Lucille!   Well, I woke up this mornin',   Lucille was not in sight.   I asked my friends about it,   But all their lips were tight.   Lucille, please, come back where you belong, ho!   Yeah, I'm speaking to you, baby,   Sing such a beautiful song.   Yeah!   Well, Lucille, please, don't do your sister's will, yeah!   Oh! Lucille, please, don't you do your sister's will,   Well, lil', you ran off and married,   But I love you still.   Ho!	0.998	0.0	0.678	0.322	p
M	Winedark Open Sea	Open up your heart   If you want to set me free   Full of love, your love   Sailing on a winedark open sea   Sailing on a winedark open sea   Lighten up, my heart   Leave it to the evening breeze   Give me love, your love   Sailing on a winedark open sea   Sailing on a winedark open sea   Oh my, I feel love for you   Spreading through my body I remember now   We can be so loving   I feel love for you now   I feel love for you right now   Loosen up, my heart   Let me have some time to be   With a love, wow my love   Sailing on a winedark open sea   Sailing on a winedark open sea   Oh my, I feel love for you   Spreading through my body I remember now   We can be so loving   I feel love for you now   I feel love for you right now   Sailing on a winedark open sea   Sailing on a winedark open sea   Sailing on a winedark open sea   Sailing on a winedark open sea   Oh, I feel love for you now   I feel love for you right now   I feel love for you now   Baby I feel love for you right now   We're sailing on a winedark open sea   Sailing on a winedark open sea...	0.9982	0.004	0.688	0.308	p
M	Peace In The Neighbourhood	Best thing I ever saw   Was a man who loved his wife   In a place where things were good   I felt peace in the neighbourhood   That feeling in the air   Something was definitely there   It was a time when things were good   I felt peace in the neighbourhood   I was there, I really was.   At the centre of a love vibration.   People sharing with their friend.   Helping each other out   Peace in the neighbourhood   Helping each other out   Then I woke up from my dream   To see things as they really are   People struggling to survive   How can peace hope to stay alive?   Well I was there... I felt so good   At the centre of a love vibration.   People caring for their world   Helping each other out.   Peace in the neighbourhood   Helping each other out.   Peace in the neighbourhood   Helping each other out.   Best thing I ever saw   I saw a man who loved his wife.   Peace in the neighbourhood   Helping each other out.   Peace in the neighbourhood.	0.9982	0.013	0.571	0.416	p
M	I Got Stung	Holy smokes land sakes alive I never thought this would happen to me   Ah-ha, yeah, ah-ha yeah   I got stung by a sweet honey bee   What a feelin' came over me   Well it started in my eyes, crept up to my head   Flew into my arms, till I was stung dead   I'm done, ah-ha, I got stung   Hum ah-ha, yeah ah-ha, yeah   She had all that I wanted and more   I've never seen honey bees before   Well she started through my ears, buzzing in my brain   Got stung all over but I feel no pain   I'm done, ah-ha, I got stung   Well don't think I'm complainin'   Because I'm might pleased that we met   'Cause you gimme just one little peck on the back of my neck   And I break out in a cold cold sweat   If I live to a hundred and two   I won't let nobody sting me but you   I'll be buzzin' 'round your hive   Ev'ry day at five and I'm never gonna leave once I arrive   I'm done, ah-ha, I got stung   I got stung yeah, I got stung yeah   Well don't think I'm complainin'   'Cause I'm might pleased that we met   'Cause you gimme just one little peck on the back of my neck   And I break out in a cold cold sweat   If I live to a hundred and two   I won't let nobody sting me but you   I'll be buzzin' 'round your hive   Ev'ry day at five and I'm never gonna leave once I arrive   I'm done, ah-ha, I got stung, yeah   I'm done, ah-ha, I got stung, yeah   Because I'm done, ah-ha, I got stung   Hey, ah-ha, yeah   Ah-ha, yeah   Ah-ha, yeah   I got stung, yeah   I got stung, yeah   I got stung, yeah   I got stung, yeah, yeah, yeah, yeah, yeah, yeah, yeah   I got stung, yeah   I got stung, stung, stung yeah, yeah ... yeah   I got stung, stung, stung yeah, yeah ... yeah   I got yeah, yeah, yeah	0.9982	0.007	0.721	0.273	p
M	I Want To Walk You Home	I want to walk you home   Please let me walk you home   I want to walk you home   Please let me walk you home   You look so good to me ooh ooh wee   I wish I was the lucky guy   Who could walk you right on down the aisle   I love the way you walk   I love to hear you talk   I love the way you walk   I love to hear you talk   I'm not trying to be smart   I'm not trying to break your heart   But if I ask you for a date   Will you tell me that I'm not too late   I want to hold your hand   Please let me hold your hand   I wanna hold your hand   Yeah, please let me hold your hand   You look so good to me ooh ooh wee   I saw you walking all alone   That's why I wanna walk you home   So let me walk you home   Please let me walk you home   I wanna walk you home   Oh baby, let me walk you home   Well, you look so good to me ooh ooh wee   I'm not trying to be smart   And I love the way you talk   I wanna hold your hand   So let me hold your hand   And let me walk you home   Oh baby, I want to walk you home   Oh you look so good to me baby   All I want to do is walk you home   Let me walk you home baby   Yeah we could walk and talk   Uh hmmm I'm not tryin' to be smart   I just wanna walk you home	0.9982	0.008	0.693	0.3	p
M	Not Such A Bad Boy	I laughed at the teachers who taught in my school   They kept one arm bandits in the swimming pool   They don't understand me but they never will   And if was there I'd be telling them still   I'm not such a bad boy no more, no more, no more   I'm not such a bad boy no more, no more, no more   I followed the leader into her tent   But nobody told me that she owed some rent   She wanted to love me, I wanted to go   But she taught me things that I needed to know   I'm not such a bad boy no more, no more, no more   I'm not such a bad boy no more, no more, no more   I'm not such a bad boy no more, no more, no more   I'm not such a bad boy no more, no more, no more   She wanted to love me, I wanted to go   Well she taught me things that I needed to know   I'm not such a bad boy no more, no more, no more   I'm not such a bad boy no more, no more, no more   I talked to my lawer, he picked up my bail   Won't someone get me out of this lousy jail   We're both in agreement that grime never pays   And I should be out in a couple of days   I'm not such a bad boy no more, no more, no more   I'm not such a bad boy no more, no more, no more   I'm not such a bad boy no more, no more, no more   I'm not such a bad boy no more, no more, no more	0.9984	0.108	0.546	0.347	p
M	Don't Stop Running	Modern day   Silent lovers   Angels smiling   Silent lovers   Angels smiling   It's our hearts, it's our hearts   Modern day   Silent lover   Silent lover   Angels smiling   Don't stop running   Silent lover   Silent lover   Don't stop running   Don't stop running   Don't stop running   Don't stop running   Don't stop running   Don't stop running   Don't stop running   Don't stop running   Don't stop running   Don't stop running now   Modern day   Silent lovers   Angels smiling   Silent lover   Silent lover   Angels smiling   Don't stop running   Silent lover   Silent lover   Don't stop running   Don't stop running   Don't stop running   Don't stop running   Don't stop running now   Silent lover   Silent lover   Angels smiling   Don't stop running   Silent lover   Silent lover   Don't stop running   Don't stop running	0.9985	0.0	0.402	0.598	p
M	Silly Love Songs	You'd think that people would've had enough of silly love songs   But I look around me and I see it isn't so   Some people want to fill the world with silly love songs   And what's wrong with that?   I'd like to know   'Cause here I go again...   I love you. I love you.   I love you. I love you.   I can't explain the feeling's plain to me   Now, can't you see?   Ah, she gave me more she gave it all to me   Now, can't you see?   What's wrong with that?   I need to know   'Cause here I go again...   I love you. I love you   Love doesn't come in a minute   Sometimes it doesn't come at all   I only know that when I'm in it   It isn't silly, no, it isn't silly   Love isn't silly at all   How can I tell you about my loved one?   How can I tell you about my loved one?   I love you   How can I tell you about my loved one?   I love you   How can I tell you about my loved one?   I love you. I love you.	0.9985	0.059	0.572	0.369	p
M	Waterfalls	Don't go jumping waterfalls   Please keep to the lake   People who jump waterfalls   Sometimes can make mistakes   And I need love   Yeah, I need love   Like a second needs an hour   Like a raindrop needs a shower   Yeah, I need love   Every minute of the day   And it wouldn't be the same   If you ever should decide to go away   And I need love   Yeah, I need love   Like a castle needs a tower   Like a garden needs a flower   Yeah, I need love   Every minute of the day   And it wouldn't be the same   If you ever should decide to go away   Don't go chasing polar bears   In the great unknown   Some big friendly polar bear   Might want to take you home   And I need love   Yeah, I need love   Like a second needs an hour   Like a raindrop needs a shower   Yeah, I need love   Every minute of the day   And it wouldn't be the same   If you ever should decide to go away   Don't run after motor cars   Please stay on the side   Someone's glossy motor car   Might take you for a ride   And I need love   Yeah, I need love   Like a castle needs a tower   Like a garden needs a flower   And I need love   Yeah, I need love   Like a raindrop needs a shower   Like a second needs an hour   Every minute of the day   And it wouldn't be the same   If you ever should decide to go away   Don't go jumping waterfalls   Please keep to the lake	0.9986	0.008	0.652	0.34	p
M	Young Boy	He's just a young boy   Looking for a way to find love   It isn't easy, nothing you can say   Will help him find love   Hes got to do it for himself   And it can take so long   He's just a young boy   Looking for a way to find love   He doesn't need another helping hand from someone   But don't you think he doesn't understand what he wants   Though independence means a lot   He's got to still be strong   He's just a young boy   Looking for a way to find love   Find love   A perfect combination   Find love   Whatever you do   Find love   A cause for celebration   Then it might come looking   Come looking for you   He's just a young boy   Looking for a way to find love   It isn't easy nothing you can say will help him find love   He's got to do it for himself   And it can take so long   He's just a young boy   Looking for a way to find love   Find love   A time for meditation   Find love   A source of inspiration   Find love   Instead of confrontation   Find love   And love will come looking for you	0.9986	0.034	0.604	0.362	p
M	Movement VIII - Peace	Shanty   And so it was that you were born   Into this world one winter morning,   With a childish innocence you smiled at me   And I was born again.   Boy solo   Non nobis solum   Sed toti mundo   Boys' choir   Nati,   Mundo nati.   Boy solo   Toti mundo nati.   Men's chorus   God is good   And He will be our savior,   All we need   Is in His power to give us.   Let the light that lies within   His heart   Illuminate our being.   Full chorus   God is good   And with this thought to guide us   We will live   In joyful contemplation.   Let the love that lives within your heart   Illuminate your being.   Preacher   What people want is a family life,   The strength of a home and a moat round the castle.   Pull up the drawbridge,   Staying at home with the family.   All people want is a family life,   Sometimes they find that it isn't so easy.   People can argue,   Life can be hard on a family.   Basses   Mum's in the kitchen, she won't speak to Dad.   Altos   Uncle's ashamed of the good time he had.   Tenors   Brothers and sisters are lifting the roof   With the music they play all night.   Preacher   But people still want a family life,   Nothing replaces the love and affection.   Pull up the drawbridge   Tempers are frayed, but it's like that.   Altos   Don't be dismayed if it's like that.   Basses   Like that.   Preacher   You're not obeyed but you like that -family life.   BOYS and ALTOS   God is good.   In Him we'll live for ever,   Satisfied   Inside His grace and glory,   Full chorus   Safe and sound   In His eternal love   We have found salvation.   Nurse   Dad's In the garden, he won't speak to M   MARY DEE Mother.   Nurse   Uncle's in bed with a pain in his...   Shanty   The Devil is evil   Preacher   And God is good.   Mary dee   The Devil is evil   SHANTY With a D.   Mary dee   And God is good   SHANTY Without an O.   MARY DEE and NURSE God is good without an O.   SHANTY and PREACHER   0...   MARY DEE and NURSE   And so we are grateful for harmony   For we will be faithful   SHANTY and PREACHER   Eternally.   MARY DEE, NURSE, SHANTY and PREACHER   Ah   Full chorus   Ah   God is good,   The universal savior.   Trust in Him   To lead us through the darkness.   Live in love and when the battle's won   MARY DEE and NURSE   Live in peace.   SHANTY and PREACHER   Live in peace.   Full chorus   Live in peace for ever.   Solo quartet   Live in peace.   ALL Live in peace together.   Shanty   So on and on the story goes   From day to day throughout our lives.   Mary dee   What can we do,   That's how it grows.   I am with you,   MARY DEE and SHANTY   Our love survives.   END	0.9986	0.082	0.659	0.259	p
M	A Day In The Life/Give Peace A Chance	I read the news today, oh boy   About a lucky man who made the grade   And though the news was rather sad   Well, I just had to laugh, I saw the photograph.   He blew his mind out in a car   He didn't notice that the lights had changed   A crowd of people stood and stared   They'd seen his face before   Nobody was really sure if he was from the House of Lords.   I saw a film today, oh boy   The English Army had just won the war   A crowd of people turned away   But I just had to look, having read the book   I'd love to turn you on.   Woke up, fell out of bed, dragged a comb across my head   Found my way downstairs and drank a cup   And looking up I noticed I was late.   Found my coat and grabbed my hat, got the bus in seconds flat   Found my way upstairs and had a smoke   Somebody spoke and I went into a dream.   Ah...   All we are saying is give peace a chance   Yeah, all we are saying is give peace a chance.   All we are saying, everybody say, is give peace a chance   All we are saying is give peace a chance.   All we are saying is give peace a chance   All we are saying is give peace a chance   All we are saying is give peace a chance   All we are saying is give peace a chance   All we are saying is give peace a chance   All we are saying is give peace a chance, oh yeah yeah   All we are saying, oh yeah yeah, is give peace a chance.	0.9987	0.016	0.669	0.315	p
M	Motor Of Love	I can't get over your love   No matter how hard life seems,   There's a light in my dreams   Thanks to you.   My friends keep asking me why   There's such a smile on my face,   There's a home at my place,   Thanks to you.   I don't want anything from you,   Turn on your motor of love.   Motor of love, motor of love.   Heavenly father look down from above,   I can't get over your powerful   Motor of love.   I can't get over your love   No matter how lost I feel,   I know my love is real,   Thanks to you.   You simply reached out your hand   And touched me deep in my soul,   I came in out of the cold,   Thanks to you.   I won't steal anything from you,   You give me more than enough.   Motor of love, motor of love.   Heavenly father look down from above,   I can't get over your powerful   Motor of love.   There was a time   When I was down and counted out,   Well I remember I felt so bad   I nearly threw away,   Nearly threw away the keys.   Motor of love, motor of love.   Heavenly father look down from above,   Motor of love, motor of love.   Heavenly father look down from above,   I can't get over your powerful   Motor of love.	0.9988	0.038	0.576	0.386	p
M	Good Times Coming/Feel The Sun	"I was thinking about that summer so long ago   Pack up your bags and yell ""Geronimo"".   That was a golden summer, laught a lot.   Laughing at the good times coming,   Laughing at the good times coming in.   Good times coming, laughing at the good times coming in.   There was something about the weather, what can I say?   Nothing like any other holiday.   That was a silly season, was it the best?   We didn't need the reason, just a rest.   Happy at the good times coming,   Happy at the good times coming in.   Good times coming, happy at the good times coming in.   I'm loving you, I'm loving you, I'm loving you now.   I'm loving you, I'm loving you, I'm loving you now.   There was a golden summer before the war   They laughed a lot that summer, lah de dah   Laughing at the good times coming,   Laughing at the good times coming in.   Good times coming, laughing at the good times coming in.   Good times coming... good, good. good times coming in... good, good.   Feel the sun shine in, shine in, shine in. feel the sun   Shining in on you.   Feel the sun shine in, shine in, shine in. feel the sun   Shining in on you.   All the beauty, all the pain. will it ever be the same again?   If you love me, show me now. it's the only way that we know how.   Feel the sun shine in, shine in, shine in. feel the sun   Shining in on you.   Feel the sun shine in, shine in, shine in. feel the sun   Shining in on you."	0.9988	0.026	0.623	0.351	p
M	Long Haired Lady	Well, well, well, well, well...   Do you love me like you know you ought to do?   Well, well, well, well, well...   Or is this the only thing you want me for?   Well, I've been meaning to talk to you about it for sometime   Sweet little lass, you are... my long haired lady   Who's the lady that makes that brief occasional laughter   She's the lady we wears those flashing eyes   Who'll be taking her ome when all the dancing is over   I'm the lucky man she will hypnotize   Long haired lady. Long haired lady   Bells are buzzing about my sweet delectable baby   Birds are humming about their big surprise   Who's your favorite person, dear phenomenal lady   I belong to the girl with flashing eye   Long haired lady. Long haired lady   Ah, love is long, love is long, love is long   Ah, when you're wrong, love is long, love is long   Well, well, well, well, well...   Do you love me like you know you ought to do?   Well, well, well, well, well...   Or is this the only thing you want me for?   Well, I've been meaning to talk to you about it for sometime   Sweet little lass, you are... my long haired lady   Ah, sing your song, love is long, love is long   Ah, love is long, love is long, love is long...	0.9989	0.01	0.562	0.427	p
M	Smile Away	"I was walking down the street the other day,   Who did I meet?   I met a friend of mine and he did say:   ""Man, I can smell your feet a mile away.""   Smile away, smile away, smile away, yeah, smile away,   Smile away, smile away, smile away, yeah, smile away.   Yeah, smile away, smile away, smile away, yeah, smile away,   Smile away, smile away, smile away, yeah, smile away.   I was walking down the street the other day,   Ah, who did I meet?   I met a friend of mine and he just said:   ""Man, I can smell your breath a mile away.""   Smile away, smile away, smile away, yeah, smile away, oh,   Ho! smile away, smile away, smile away, yeah, smile away.   Ah, smile away sweetly now,   Come on now, ooh, sweetly smile away,   Yes, Sir! smile away,   Now, smile away quietly now,   Ooh, ho, ho, ho.   Smile away horribly now,   Smile away, smile away, smile away,   Yes, Sir! smile away,   Ah-oh,   Ooh.   Ah, who did I meet?   I met a friend of mine and he did say:   ""Man, I can smell your teeth a mile away.""   Smile away, uh, smile away, uh,   Smile away, uh, smile away, uh,   Smile away, uh, smile away, uh,   Smile away, uh, smile away"	0.9989	0.011	0.517	0.472	p
M	Pipes Of Peace	I light a candle to our love   In love, our problems disappear   But all in all, we soon discover   That one and one is all we long to hear   All 'round the world   Little children being born to the world   Got to give 'em all we can till the war is won   Then will the work be done   Help them to learn   help them to learn   Songs of joy instead of burn, baby, burn   burn, baby, burn   Let us show them how to play   The pipes of peace   Play the pipes of peace   Help me to learn   Songs of joy instead of burn, baby, burn   Won't you show me how to play   how to play   The pipes of peace   pipes of peace   Play the pipes of peace   Ooh, ooh, ooh, ooh   What do you say?   What do you say?   Will the human race be run in a day   in a day   Or will someone save this planet we're playing on?   Is it the only one?   What are we gonna do?   Help them to see   help them to see   That the people here are like you and me   like you and me   Let us show them how to play   how to play   The pipes of peace   Pipes of peace   Play the pipes of peace   Ooh, ooh, ooh, ooh   I light a candle to our love   In love, our problems disappear   But all in all, we soon discover   That one and one is all we long to hear	0.999	0.042	0.597	0.362	p
M	My Love	And when I go away   I know my heart can stay with my love   It's understood   It's in the hands of my love   And my love does it good   Whoa whoa-whoa whoa, whoa whoa-whoa whoa   My love does it good   And when the cupboard's bare   I'll still find something there with my love   It's understood   It's everywhere with my love   And my love does it good   Whoa whoa-whoa whoa, whoa whoa-whoa whoa   My love does it good   Whoa-whoa, I love, oh-whoa, my love   Only my love holds the other key to me   Oh-whoa, my love, oh-oh, my love   Only my love does it good to me   Whoa whoa-whoa whoa, whoa whoa-whoa whoa   My love does it good   Don't ever ask me why   I never say goodbye to my love   It's understood   It's everywhere with my love   And my love does it good, whoa   Whoa whoa-whoa whoa, whoa whoa-whoa whoa   My love does it good   Whoa-whoa, I love, oh-whoa, my love   Only my love does it good to me   Whoa-whoa-whoa-whoa-whoa-whoa, whoa-whoa whoa	0.999	0.0	0.542	0.458	p
M	Heaven On A Sunday	Peaceful, like heaven on a Sunday   Wishful, not thinking what to do   We've been calling it love,   But it's a dream we're going through   And if I only had one love   Yours would be the one I'd choose   If I only had one love   Yours would be the one I choose   Restful, like Devon on a Monday   Cooling, my finger in the bay   We've been learning a song   But it's a long and lonely blues   And if I only had one love   Yours would be the one I'd choose   If I only had one love   Yours would be the one I'd choose   If I only had one love   Yours would be the one I'd choose   It's peaceful, like heaven on a Sunday   Wishful, not thinking what to do   We've been calling it love   But it's a dream, we're going through   If I only had one love   Yours would be the one I'd choose   If I only had one love   Yours would be the one I'd choose   If I only had one love   Yours would be the one I'd choose   If I only had one love   Yours would be the one I'd choose   If I only had one love   Yours would be the one I'd choose   If I only had one love   You'd be the one I'd choose   If I only had one love   Yours would be the one I'd choose   You'd be the one I'd choose   If I only had one love	0.999	0.01	0.65	0.341	p
